ID,Reviewer,Rating,Review Time,Review Content,Owner Response
32,Jacqueline Unger-Sprague,5,2023-06-07,"Beautiful space to walk around in, great selection of fresh produce, meats, cheeses, plants, and other goodies!",None
33,Tommy Ong,4,2023-04-08,Great selection of produce... Always fresh. The merchants are super friendly. A must visit for any day.,None
34,Zia.,4,2023-06-07,"Favorite Marché in Montreal. There are consistent quality coffee shop，fresh seafood spot（most of time），atmospheric dry flower shop，street foods，underground parking, specialty shop…",None
35,J X,3,2023-05-08,It’s a market. It had market stuff. It’s nothing special. Some decent eats but nothing spectacular. Apple juice vendor was quite good,None
36,Yoshiko Lowry,4,2023-05-08,"Great market, but I guess it’s more for locals, not for tourists. If we had a hotel with a kitchen this would have been the place to buy fresh veggies! Maple syrup are cheaper here, like 3x250ml got $22CAD.",None
37,"Eudaemonia Today, LLC",4,2023-04-08,"It's a huge farmer's market! Really great options for flowers, pasta, meats, fish, seasonings, baked goods, produce, and cheeses.",None
38,Aman Singh,5,2023-04-08,"How do I give more than 5 stars?  What an experience. Definitely a must visit while in Montreal.  If you're a foodie the you will be heaven.  Fresh cut meats, fresh cheese and fresh produce.  Tons of restaurants surrounding the market to choose from afterwards",None
39,Brian Martin,4,2023-05-08,"Great market, a bit small and rather pricey to park underground.
Lovely fresh produce readily available and the sweet sticky maple syrup is always a big hit",None
40,Youtubeless Dylan,5,2023-01-08,"I recently visited a farmer's market in my community and I was blown away by the selection and quality of the products on offer. The market was bustling with activity and there was a great selection of fresh produce, meats, and baked goods …",None
41,shanay penner,5,2023-06-23,"Such a neat market with an exceptional variety of foods, flowers, and handmade products. It is mainly all outdoors. A must visit on a warm day! Pick up a basket of fresh strawberries for a snack while you stroll.",None
42,Olivia Rogers,5,2022-10-10,"I’m glad I got to see this place! We brought a bag because of the other reviews but ended up not needing it. We found a decent coffee bar, some maple syrup, and a lobster roll for ~$18. There is so much to see at this market and you could easily spend a whole afternoon here.",None
43,El Styles,3,2022-10-10,The way the vendors organize their stalls is art! So beautiful. I am not sure whether it's because it was a Monday or maybe because it was raining but a lot of the market stalls were empty/closed today. I feel like I missed out on a lot of …,None
44,Katerina Papadolias,5,2023-06-07,Fresh produce (sat and ate our berries right away)! Good prices (potted flowers). Lots of space.,None
45,Andrey Akh.,4,2022-08-11,"Big market and has pretty much everything needed.

Fresh fruits and vegetables. Meat. Fish. Flowers and so on. …",None
46,Lisa Perez,5,2022-10-10,This place is amazing! Fruits and vegetables are gorgeous and I'd love to be able to shop here each week (but don't live in Montreal). Definitely worth going!,None
47,Michel Sakakini,5,2023-06-07,"Great big farmers marker where you can get a lot of local fresh fruits and vegetable during all summer long.
There are also several businesses to buy ready to eat food. There is also a …",None
48,Debbie Braun (Realtor),5,2023-06-30,What a beautiful market! We had margaritas while we shopped. Bought some bourbon aged maple syrup from a delightful woman. The produce is so fresh and beautiful. Highly recommend ⭐⭐⭐⭐⭐,None
49,John D'Costa,5,2022-10-10,"Fantastic place to take a tour and try some exclusive foods. Also, their actual fresh produce market is top notch. If I was living in Montreal, I would buy from here every week. Also, try the coffee shop inside, it's good.",None
50,Aamer Javed,5,2023-02-07,"Nice place to visit while walking in the little Italy or other close-by neighborhoods. It’s heated indoors, has restrooms, atm, and other local vendors.",None
51,Stuart Ho,4,2023-06-07,Great place to stroll. Lots of food choices on the perimeter also.,None
52,Cristine Manalo,5,2022-09-10,"Loved exploring this market, such a big range of produce to choose from! They also had a cider/wine tasting on for the first time that was mostly free which is a terrific idea. Could spend hours here!",None
53,Donovan Leong,5,2022-12-09,"Neighbourhood local market selling traditional crafts, fruits, vegetables, cheeses etc. Looks of interesting shops to look at, even for a tourist. It is easily accessible from the metro station Jean Talon.",None
54,Yoshi Mirai,4,2022-07-07,A fantastic local market with great produce and lot of variety. A fun place to hang around for couple of hours to see the local vegetables and meat. Also a great place to shop for souvenirs. I liked the variety of lavender flowers and oils. Easily accessible by train.,None
55,Saurabh Kaushik,5,2022-09-10,"I think best farmers market so far. The Vegetables are fresh, but the best part is how they present, display and pack the vegetables. Do not forget to eat the Turkish delights. The Cafe in front has amazing coffee. Also in-front is local …",None
56,Jason Lipskaia,5,2023-02-07,A Really nice Market where the Presentation of the Produce on Sale is Some of the Nicest that I Have Ever Seen in my Life!! Really Pleasing to the Eyes!!! Has some Nice Quebec Ice Wines!,None
57,Yariela,5,2023-01-08,"It is an open-air market but in winter they are only inside of the building. You can find many fruits, vegetables and maple syrup at a little bit lower price than supermarkets.",None
58,Archanaa Ramesh,5,2022-07-07,"Visiting from out of town, this market was a great sightseeing spot. Full of variety and innovative food items, the market is just bustling with activity. It makes you wanna be a local. We had a good hour long stroll inside and the …",None
59,Jacob B. (Jakeycakes),5,2022-10-10,"So cool! Why don’t we have this in NYC? 150 producers sell produce, meat, cheese, bread, olives even mushrooms and hot sauce from all over Quebec in season and the world in winter. Early September seems best time to go everything was peak & local.",None
60,Sally-Lin Adams,5,2023-06-16,"Nice little open market for fresh fruit, vegetables, plants, and unique food items.",None
61,gursharan singh,4,2022-11-09,"It's nice market place of Farmers with a variety of fresh produce from vegetables, fruits, honey, dairy products, flower, plants, seeds, bonsai, spices of India & other countries, all kinds of meats (Beef, Mutton, Chicken, Pork) in numerous …",None
62,Rupert A.,4,2022-07-07,"This outdoors market has stores as well as many outdoors stools offering fish, meat, specialy foods, fruits, vegetables  flowers plants and some cafe and bread stores. …",None
63,G R,5,2022-07-07,"What a beautiful market. It has something for everyone and I find it BOOMING every day and every season, regardless of how terrible the weather is outside. It's filled with everything fresh, beautiful and unique at times. Definitely love …",None
64,Mary Stay,5,2022-07-07,"They have vegetables, fruits, pies, souvenirs (maple syrup, maple butter, …) There are cafés and ice cream/sorbet stores, as well as seafood stalls. You can also buy beauty products, outfits and accessories. The atmosphere in the market was …",None
65,Achim Schmidt,5,2022-11-09,"Perhaps one of the most beautiful and extensive farmer markets i ever visited. Fresh vegetables, fruits, meat, fish, pasta, cheese, …
Ideal when making a grand shopping tour for your kitchen :)",None
66,elllen k,5,2023-03-09,"Great market in Montreal. It's at its best in the fall, with the real farmers market experience  - tomatoes, onions sold in big baskets, garlic hanging in long braids etc. …",None
67,Andy Andersen,5,2022-12-09,Overall a great market with plenty of interesting food options nearby. It is a bit far from the city center but worth a stop if you are in the area. I usually stop here when I’m in Montréal,None
68,Hsuet Funn Chan,5,2022-11-09,Market with local produce and wines. The people manning the stalls are mostly friendly and knowledgeable. Great place to get your fruits and veggies.,None
69,Pamela Flynn,5,2022-08-11,First time here as a visitor to the city. Wish there was one in my town. The fruits and vegetables looked so vibrant and fresh. The maple syrup vendor was very friendly and I enjoyed the samples.,None
70,Barbara Leao,4,2022-07-07,"Nice place to visit with garage parking for the Montreal always very hot summer days. Organic vegetable an fruits, baskets of berries, bakeries, and many stores selling delicious pies, soups, juices,  crepes, and other food items. I am …",None
71,Vaibhav Gupta,5,2023-06-07,"Hands down the best fresh produce market in Montreal. A little on the expensive side of things, but I loved the atmosphere, choices of vendors and restaurants.",None
72,Dave Stevenson,5,2022-12-09,"Large, busy market offering a wide variety of fresh produce, meats, artisanal cheeses, baked goods etc. There are also a number of cafe's and stalls providing pastries, crepes, chocolates and many other delicacies. Parking around and under the market as well.",None
73,Brave Chickadee,5,2023-06-09,"Jean Talon market is the place to go for fresh fruits and vegetables at a very decent price, plus you are helping local farms, it's a very ecological way to do your grocery. There are also tons of plants, flowers to decorate your balcony, …",None
74,Regina Saw,2,2023-05-08,Just a market where u get fresh produce and have a few café where you can eat breakfast or snacks. Hard to find parking better off going with the public transit,None
75,Kyle Gelati,4,2022-08-11,Expansive covered outdoor market with a variety of produce sellers and meat providers.  There is also a variety of food and drink stands that you can grab a snack at as you browse the market. There are some standalone cafes ringing the market as well. Very accessible public bathrooms. Very close to Little Italy.,None
76,Omar Kuzbari,4,2023-03-09,A small market that can be a good spot for tourists discovering Montreal. Prices are above average in this market.,None
77,Andrew Rodrigues,5,2023-04-08,Cute and quite cozy market! I love it here.. I feel like I can trust the food's here more than the average supermarket. I also enjoy supporting smaller companies.,None
78,Kuo Tracilia,5,2023-05-08,Hands down the best market (their gelato is go good😩) …,None
79,Lekha Reddy,5,2022-09-10,"Be sure to visit the market first when visiting Montreal to grab the fresh fruits and veggies. Loved this market and got some
Maple syrup in the can. We were able to taste the different types of honey and maple syrup, must stop and shop market.",None
80,majisha n.p,5,2022-07-07,"A really large farmer’s market, with so many vendors selling some of the freshest produce, meats, baked foods, cheese, flowers etc. Lot of good places to snack your way through, or get a full fledged meal. It is better to go earlier in the …",None
81,Maria Mainart,5,2023-05-08,Great market for snacking! Make sure to stop by Librairie Gourmande 😉 …,None
82,Mikey,4,2022-07-07,Marché Jean-Talon is a colourful local market with a long history in the Little Italy of Montréal. It was setup as an open market when we visited and was not overly busy in the afternoon. …,None
83,Ridwan Abdulaziz,3,2023-05-08,"A great place to go if you’re a fan of fresh organic seafood, cheese, or fruits/vegetables. A great selection. The prices are a little steep, so I would be prepared to spend a lot when going. It’s easy to be driven into making multiple …",None
84,Lènya,5,2023-02-07,"The market is not big, but interesting.  Clean and pleasant to wander around.  🤔 …",None
85,Allison Juge,5,2022-08-11,"Most beautiful selection of local produce, honey, flowers, plants, artisnal soaps, oils, candles, maple syrups, candies, cheeses, olives, salami...a virtual smorgasbord for the senses...sights, smells and tastes.",None
86,Eric Fine,5,2023-05-08,Excellent covered market with diverse (and delicious) food offerings!,None
87,sue ball,5,2023-05-08,"Early in the season but the veggies and fruits were fabulous..the shops were also fabulous.
Very clean..still setting up for the weekend I believe..there on a Thurs. A must visit!",None
88,Saurin Mehta,5,2022-07-07,"What an incredible market, love the variety of great fresh produce and how environmentally conscious they are. Also love the fact that there was a store to fill your own single time use plastic detergents, soaps, dental and body care products. Amazing!! Market even had a recycling compactor at one corner, simply BRILLIANT!!",None
89,Marcy McCallum,4,2023-04-08,"Great market consisting of many food vendors. Huge selection of fruit and vegetables along with a couple butchers, fish seafood mongers, cheese shops, and many other specialty foods offered. Paid parking is reasonable and convenient. Great place to get groceries and spend an hour or two, grab lunch on a sunny day.",None
90,Lizzy Page,5,2023-06-07,Great market beloved by locals and visitors.,None
91,Stephanie Goodell,5,2022-11-09,"Fun place to explore in Montreal. Beautiful fruits and vegetables, local foods, and food vendors. Had delicious Montreal-style crepes (galette?). Worth a visit!",None
92,Marina M,4,2022-12-09,"Nice Market. I went during winter months...not much to see. I'm assuming during spring and summer, it would be a memorable tourist spot.",None
93,Didier Akinlabi Osias,5,2022-08-11,Beautiful selection of food and assortment of shops! Wonderful visit for the summertime! Was able to have a wonderful lunch at Maquis Yasolo with wonderful chicken and rice with plantain and bissap and ginger juice mixed.,None
94,Christina Chan,5,2022-08-11,"Go hungry, thirsty, and with a big bag to bring home all the goodies!

Recommend Fromagerie Hamel to pick up their cheese special to takeout, along …",None
95,Deborah Brock Wilcox,5,2022-11-09,"Bought produce to make relish and jam. I had not been a while so it was nice to get a smoothie and walk around in the fresh air. The only draw back was parking, spent far too long in the underground parking lot trying to get out, as many people had not paid before approaching the leaving gate.",None
96,Chris Banuelos,4,2023-04-08,"This place was really cool and worth the time . Easy parking for quick visit.
Unfortunately we were on a time crunch and we could not enjoy it long enough",None
97,Ojas Mehra,4,2023-05-08,"A perfect place to enjoy your day off if you want to try different street food. They also have a big fruit and vegetable market. Plus, the cheese and snacks are also great!",None
98,Hooman,5,2023-03-09,"A great market for fruits, vegetables sourced locally but what stood out for me is the fish section",None
99,somkietr rojanasathit,5,2019-07-08,"Great year round market with fresh fruits, vegetables and plants and flowers plus sea food and meat section. There are food to try and seats to sit and enjoy it. It is a must visit to all visitors to Montreal. I have been there several times and have never been bored to visit again and again.",None
100,Tyler TM,5,2022-12-09,"Awesome market where you can literally find any food/ingredient you’d ever need.  There’s a huge section for fruits and veg, butchers and cheese shops along the side, and food vendors littered throughout the market.  A great Sunday morning stop for some good quality groceries and food.",None
101,Nathan Woods,5,2022-07-07,An incredibly vibrant market. We arrived on a Sunday in mid September at about 11 and the place was jammed full of people. …,None
102,Adrian Tan,5,2022-08-11,"It is an impressive food market, under huge covered roof but with open sides so the wind can blow through. There are dozens if not scores of stalls selling fresh vegetables, meat, fish, flowers, pastries, pies, sausages, cheeses, oysters, …",None
103,Erica Mallat,5,2019-07-08,"This place is one I long for from my days living in the city. Great selection, amazingly fresh produce and delicious selections of just about anything you can desire. The ability to live in the European style of daily shopping and fresh …",None
104,Mandy Middlewood,5,2022-07-07,"This market is great all year round, but early fall is particularly magical with its baskets of veggies, braids of garlic, and strings of drying chilies.  Sit and enjoy the live music and the ambiance. …",None
105,Sinyee Loke,5,2022-07-07,"Great variety of fresh veggies, fresh fruits, fresh seafood, fresh meat, fresh pasta, spices, pastry, flowers, plants and many more! All in good price and totally worth visiting or doing weekly groceries.",None
106,Kavea S Abhishek,5,2021-07-07,"An absolute delight to shop here. With good arrangements for social distancing, a huge selection of fresh vegetables and fruits are for sale. They're super fresh and delicious. There's also a good variety of ice creams,crepes and savouries …",None
107,Bernadene,5,2023-05-08,"Was visiting Montreal for the weekend, coming from New York. This was one of the recommended place to go. Was happy that we did. Very similar to the farmers’ markets back home, but prices cheaper than in the US. Fresh vegetables, meat and cheese. Very nice vendors too.",Thank you for your comment! We're thrilled you liked your visit!
108,Brandan Renfrow,3,2023-06-07,"Great during mid summer through fall when you can get mostly Quebec products. The rest of the year it's almost all items that you can get from the grocery store. Don't just go in the market, but check out the other businesses around like El …",None
109,Yvon Riopel,5,2023-05-08,This place is amazing. It has anything and everything that could be needed for fresh produce. Fish/fruit/veggies/meats/cheese as well as some freshly made food on it's vendors. Definitely worth checking out!,Thank your for your comment!
110,Kathy Tudor,5,2022-12-09,This was my first time at Jean Talon Market. It had a good variety of places to grab lunch as well as vendors of fresh fruit and vegetables that were very high quality. I would’ve bought so many things had I not had to fly back to Toronto …,None
111,Debra Gibson-Welch,5,2022-08-11,"Largest market in Montreal with the freshest vegetables, yummy honey, maple syrup and all natural soaps and the cheeses!! Worth a visit!",None
112,Cathy Zhang,5,2023-05-08,"Huge indoor market which is nice during the cold weather. Looks of local fresh fruits/veggies, maple syrup products, cheese, boucherie/meats, pasta, etc. There is also a good bakery, but in the adjacent building. Nice to go visit and walk around!",None
113,Jessica Sun,5,2022-07-07,"Such a variety of products, and all the vendors are all so nice! Some give out samples, and they explained so thoroughly whenever I had any questions.",None
114,Tarek,5,2023-05-08,"An excellent local market for fresh vegetables, fruits, flowers, honey, maple syrup, patisserie, etc.. easily  accessible from a nearby metro station. Parking is available as well, but the area will be crowded and high traffic jams during …",None
115,Tania Kiaizadeh,5,2023-06-07,"A lovely market!
Great taco stand, flavourful coffee, great fruit selection, including the mini mangoes from Columbia (May) …",None
116,Shreya Mishra,5,2023-06-07,"Fresh produce to eat and buy, including cold ordered juices.
Very lively market with high foot traffic, nearby street parking usually available. Good for a stroll on weekends.",None
117,Flora Joung,5,2022-12-09,I like this place~^^ The atmosphere is nice and it's so nice to be able to eat live oysters.,None
118,Victoria,5,2020-07-07,"Such a great farmer's market. If I lived close to a market like this, I would visit here all the time for my produce. …",None
119,Robin Jade,5,2023-01-08,Local public market with traditional old school setting. Special experience.,None
120,Susan Brown,5,2020-07-07,"Wow. This by far is the best Farmer’s Market I have ever been. The presentation of the produce is phenomenal, there are plenty of different items to choose from and it all looked delicious. We were heading back to the states the day we …",None
121,Aneesa Moola,5,2019-07-08,Large variety of colourful fruits and veg. Also a huge selection of other goodies such as Canadian maple syrup. They also palaces where you can grab something delicious to eat. You can easily get lost in this wonderful market!!,None
122,NB,4,2022-07-07,"Year round open air market offering produce and other Quebec-grown items. Indoor underground paid parking, as well as parking on side streets surrounding the market. …",None
123,Simon Tazi,4,2023-06-07,"Nice atmosphere, friendly people and fresh local products. A bit pricy compared to other markets in town. Worth a visit if you are near the area",None
124,alice Pastre,5,2022-08-11,"Such a good local market to visit, all year long!

I would recommend taking the crepes, with local fruits and lots of whipped …",None
125,Lukas Shrestha,5,2022-10-10,We were pretty early so there wasn’t much up but everything there was fresh and colorful. Decorations were stunning as well,None
126,Athena Bucci,5,2022-09-10,This market was so nice with the way all the produce was laid out. I'd definitely recommend giving it a visit.,None
127,Lillian L.,5,2023-04-08,Cheap and fresh produce! Preferably cash only. Def recommend if you planned to cook. We bought fruits for the car ride. The pears were so juicy. There are paid parking at the market and on the streets adjacent to it.,None
128,Andre Saint-Amant Excursions Montreal private tours,5,2022-07-07,"So nice to be back at the market again after a long winter!  Also quite a few new and different shop along the way.  Missing that mushroom store, maybe too early in the season.  Where are all our cranberry stuff.  My classics are still …",None
129,Stephen W,3,2023-06-07,"It is a market. There are farmers, marketing their wares, I mean food and veg. Honestly, I expected more. The variety was marginal and the prices not the best. There is a little bakery in the market that was pretty good, so that being said, be on the lookout for baked goods.",None
130,Samantha Stilwell,5,2023-05-08,"One of my favorite Montreal markets to head to for fresh produce and good quality meat. If you’re looking for an amazing sausage selection (we’re talking the ones for the bbq, y’all calm down), then head to William J Walter. And right next door you can grab a tasty coffee for your remaining shopping needs.",Thank you for your comment Samantha!
131,Chris Tian,5,2023-06-30,"If you’re visiting Montréal and want to find a great selection of local produce, meats/cheeses, pastries, and quick eats, this is your spot! Don’t skip it!",None
132,Jason M,5,2022-07-07,"Now THIS is a real market! Lots of fresh and local cheese and produce! Squeaky cheese, purple cauliflower, giant sunflowers, they seem to have it all! …",None
133,Lydia Fernandez,5,2023-06-30,Cool market to explore when visiting Montreal. Don't forget to also check out the cool Fromageries in the vicinity. Our favorite one is La Fromagerie Hamel.,None
134,Jenelle Sullivan Delorme,5,2023-06-07,"Marché Jean-Talon is a must-visit in Montreal. The market offers a fantastic selection of fresh produce, meat, fish, dairy, and flowers. The convenient underground parking makes it easy to access, and the food trucks are a delicious addition. Highly recommended!",None
135,Crystal Y,5,2023-06-07,"It is the largest market in Montreal and offers the huge variety of fresh products. I bought eggs, honey and maple syrup here. I always like to grab a cup of fresh juice when I hanging around.",None
136,Donna Robinson,5,2023-06-30,"There is so much to buy! The fruits, vegetables, bakery good and more! There are plenty of options to choose from and makes it much harder to decide on what to buy!",None
137,Namal,4,2022-11-09,Fresh vegetables and fruit you can buy. i brought Quebec strawberry. it is Very tasty.,None
138,Eric Barrionuevo,4,2023-06-16,"Very fresh mushrooms, great place to get maple syrup, the oysters were very fresh though the booth we wanted was closed, instead using a brick and mortar shop that is tied into the market... the service was horrible, don't even try to ask about Amex it will ruin your visit.",None
139,Juliana Lara Madero,5,2023-06-16,"I think this is a fantastic place to go with the family and by the week's fruits and legumes, also there are good stores to eat different kinds of food or desserts. Good variety and ambience.",None
140,Noelle Bouvier,5,2018-07-08,So much food! A wonderful way to spend an afternoon. The apple and maple butter crêpe was fantastic. Wherever you look there are so many delicious samples. I wish I lived closer. I could spend hours in this market.,None
141,Kathy Emmanouil,5,2020-07-07,"Was visiting from Toronto- I've been to some pretty decent farmers markets in City where they do have colorful produce like white and purple parsnips in a basket, or sweet donut peaches but they aren't as large as Jean talon.   And they …",None
142,Fereshteh J,5,2023-06-09,"I'm in love with Marché Jean Talon, one of my favorite place in Montreal to do grocery shopping😍❤️, they have fresh and organic fruits and vegetables and dairy and other grocery items, also on summer time you can buy plants and flowers …",None
143,Amaranth Sander,5,2022-07-07,"Such a nice covered market. I got some Quebec sheep’s milk cheese (delicious), Quebec grown strawberries (every single one was divine), and some cheese focaccia. Everything was perfect. I also picked up some nice hand drawn postcards.",None
144,S M,5,2023-04-08,Great place to shop and to enjoy taste of all local delicacies.,None
145,beyza kocagöz,5,2021-07-07,The place was amazing. It was a great experience to visit Montréal local market. People were friendly and you can find mostly every fruits and vegetables in this market. Price range was fair. Every counter was in super order and tidy loved it! Highly recommended.,None
146,BM B,5,2022-07-07,"Jean Talon is a gem.

I wish I was living next to it. I could just go there get fresh food from farm …",None
147,Morgan Cote,5,2022-07-07,What a lovely space for fresh produce. All such good quality and variety. I really enjoyed being able to walk around and buy a few snacks even tho i was only visiting,None
148,Mugdha Patil,5,2022-07-07,"This is such a clean tidy and beautiful market. I would highly recommend this place to anyone that is visiting Montreal.
One can find anything and everything here including a variety of cheese, organic …",None
149,Michelle Shafer,5,2019-07-08,This market was far better than the Atwater market. It’s quite large and has hundreds of purveyors. …,None
150,Tal Kitron,5,2022-09-10,"Cool market, clean and organized. We enjoyed strolling around. Nice snacking options 😋 …",None
151,Zied Slimane,5,2021-07-07,"Very nice farmers market type of thing in Montréal. Worth the visit, it’s a nice city gateway with multiethnic food, fruits and vegetables. Nice mini outdoor Christmas market, ver well organized. Clean and smells good. I highly recommend this place. À bientôt!  🙌🏽😁 …",None
152,Zara Khan,5,2022-07-07,"Jean Talon is a great place to not only buy fresh fruits and vegetables but also plants, dairy, spices and grab a bite. …",None
153,Haitham Yasser,5,2023-06-07,"If you adore fresh fruits, vegetables, honey and eggs, etc, then this is the best place in Montreal to visit. The sellers are very friendly. Prices are much better than anywhere else.",None
154,KD Huynh,5,2020-07-07,Wowed! Great Live Market Excellent! Best place to visit alone or with friends and family!!! It’s so beautiful and the people are gentle and smiles all the time! clean & excellent food & fruits & Vegetables....,None
155,Mohsen Ramezani,4,2023-04-08,"What sets John Talon Market apart from other local markets is the quality of their produce. Everything I have purchased from them has been fresh and delicious, making it easy to prepare healthy and delicious meals at home. They also offer unique and hard-to-find items, making it a great destination for foodies and home cooks alike.",None
156,Duane Brown,4,2023-02-07,Great food market in Montreal.  Very similar to St. Lawrence Market in Toronto.,None
157,Daniel Luethke,5,2023-06-23,"Wonderful place to visit and enjoy local shops and food.  Great environment, great prices, and family friendly.  🔥🔥🔥 …",None
158,Sara Stone,5,2023-06-07,Always a pleasure to be here! This place is magic !,None
159,CJ Boguszewski,4,2023-06-07,"Attended a Saturday morning market here.
Good selection of fruit and restaurant stalls, plus bakeries on offer.
Crowded but still very pleasant.",None
160,Vanessa Liew,5,2019-07-08,"Friendly atmosphere and huge variety of fresh produce. If you’re visiting the area, you can get maple syrup or maple products relatively cheaper here. …",None
