ID,Reviewer,Rating,Review Time,Review Content,Owner Response
62,Morena Ruiz,5,2023-04-08,"The experience was fenomenal, it was my first concert ever, I'm so grateful that my sons fulfill my dreams to be in a concert seeing Evanescence wow all my experience super I will never forget ❤️",None
63,Keri Borden,3,2023-02-07,"We saw a cirque Show here this past weekend. The show itself was wonderful, however the location (bell center) left a bit to be desired. …",None
64,atousa allahyari,5,2023-03-09,"It was Disney on ice show , and wow. Everything was perfect. Just loved it.",None
65,Neil Haley,3,2023-03-09,Stayed at a nearby hotel to avoid dealing with parking.  All food is overpriced (but same for all stadiums). Would be nice if they sold non-alcoholic drinks in the stands and not just $13.90 beer.,None
66,Dawn Andrewsloucks,4,2022-10-10,Was not my fav place being from Toronto originally. I must say the dedication to past players was outstanding the statues outside are amazing. Loved the history lesson of it all. Didn't find it architectually interesting but glad i saw it. Close to downtown and cool things near by.,None
67,David Christiani,5,2023-04-08,I was so impressed with the way our attention was grabbed from the first moment and we were swept along by the flow of the game's action and by the music and visuals that encouraged us to cheer the home team. …,None
68,Antonella SM,4,2023-06-16,"I've been going to the Bell Center for 25+ years to see concerts and I feel like it's getting hotter and hotter inside.   Last night was so uncomfortably boiling hot I had to head out to cool down 3 times and miss part of the show. Am I going to have to carry a towel, a pocket fan and Pedialyte every time I go now?",None
69,Wengdoodle,4,2023-06-07,"Saw Blink 182 here. Amazing show, sounds were a little too loud, unless you know the songs you would have no idea what they are saying...",None
70,Dave Gogan,5,2023-05-08,The best place in all of the NHL to see a hockey game,None
71,Chad Maron,5,2023-06-07,"Experience was absolutely amazing! Went to Blink 182 this weekend. Parking was a breeze, with plenty of guidance to get inside. Despite thousands of people, service was extremely quick. When the concert was done, getting out of our seats and out onto the highway was almost no time at all.",None
72,Marco Pepin,5,2023-04-08,Awesome place for a true Montreal experience. Go watch a show or a habs game (I highly recommend the habs game ;)) at this place and you won't regret. Try the hotdogs with fries and a beer 🍻 …,None
73,Christine Jones,5,2023-05-08,Love it💙🤍♥️ Friendy easy to access.  Montreal Canadiens are the best …,None
74,Steven Pereira,5,2023-04-08,"Solidly witness #57 Sean Farrell scored his first NHL goal in the Centre Bell.  Way to go, Sean!",None
75,Frédéric Marquis,5,2022-07-07,"Came to the Bell Center for Knotfest 2022. Slipknot gave an amazing show, as always. The Slipknot gang was on fire, energetic and delivered. Great playlist, awesome visuals, super sound. The crowd was wild but respectful, great Slipknot family in Montreal. Had a great time, hope to see everyone at the next event soon.",None
76,David K,4,2022-09-10,"A really nice venue! I would have given it 5 stars but 2 issues, 1) the food lines are very long and 2) DO NOT buy seats in the 400 section, way too high up! Spend the extra $10-20 for 300 section for a better view! **sorry no pictures inside since went to two comedy shows and no phones allowed**",None
77,P. S. Dupont,5,2022-07-07,"Best experience always.  Very friendly staff. I went there twice.  Once to watch a hockey game. The Montreal Canadians were playing  and to watch Disney on Ice. Beware though,  the food is extremely expensive.  $15 for cotton candy and $20 for a small pop corn, etc.",None
78,gordon tong,4,2023-06-23,"Watched The Cure concert there.  Facilities were good, sound was ok.  Facility is probably better for hockey games.",None
79,Fernanda Félix,5,2022-11-09,"Came for the gorillaz concert and is an incredible place, I would say you would have a good view no matter the seats you get. Pricey as every sports site could be.",None
80,Xavier Hébert,4,2023-04-08,Not the greatest sound I've seen for concert venues - the concrete isn't great reverb - especially accoustic - but that's me : I prefer smaller intimate venues - obviously it's the biggest venues in Montreal  ( on the island ) 22k seating capacity- arguably this is a foremost a hockey venues #gohabsgo,None
81,Bill Speller,5,2023-04-08,Great place to watch a hockey game and cheaper than Toronto,None
82,Andrea L. Stanley,5,2023-05-08,"I've been to a lot of big stadiums throughout the world, this one is literally the best-run one I've ever been to. Clean, amazing layout, quick yet thorough security. So many bar and food options. Whoever manages this place is doing a phenomenal job.",None
83,Martine Pelletier,4,2023-05-08,"Went to watch a Montreal Canadien game. It was a great experience. Downside, the food is expensive on site.",None
84,Neki Cakes,5,2023-06-07,"Was here for a live comedy show, it’s a great centre not as big as other cities but it’s the home of the Montreal Habs🍁 …",None
85,A Bousi,4,2023-03-09,"Nice venue for events.
The parking is not cheap but it is super practical. I love being able to buy ahead. …",None
86,Luis Guizar,5,2023-05-08,"Loved the experience. Amazing ambience even when the team is not doing very well. The place is clean, very well organized and safe. Great view of the field even from the last sections. Would've loved to have free lockers.",None
87,Daniel & Izabel's Life Adventures,5,2022-07-07,"I've been to Centre Bell quiet few times now, this time we had Disney on Ice and can't complain about anything! It's just Always fun to be here! The only thing I can advice to people is to take pic of where you park your car because it can …",None
88,Mohammed Alathamneh,5,2022-12-09,"Beautiful and modern arena. Smooth in and out as long as You Don’t park very close, you’ll be stuck. Wear some warm gear! Go Habs!",None
89,Randy Vancouver,5,2022-11-09,Went to first ever Habs game while in Montreal vs.Fleury and Minnesota. Lots of Bell Centre staff to answer questions and found seats easily. …,None
90,Lynne Thibault,4,2022-11-09,The Bell centre was a nice building. But it stays went that great. We had a big black box that the camera crew sit and you couldn't see much. But for my first NHL game it was ok.,None
91,Jason Jacobsen,5,2023-05-08,Always love going to the bell center for shows great atmosphere.,None
92,Sam Stephenson,5,2023-06-07,"Not my favorite NHL rink, but I've been to a couple games here and even the cheap seats have a decent view of the whole ice sheet. The concessions on the upper level are pretty lacking though. Get your goodies on the ground floor before getting to your seats if you in the upper bowl.",None
93,Mike Delorey,5,2023-06-23,Super night watching The Cure rock Bell Center.  What a performance!!!,None
94,Jillian Crawford,4,2023-05-08,"Went to see a Canadiens game, staff at entrance to Stadium & seats were helpful and polite,as were the food kiosk staff. …",None
95,iSuy100,5,2023-01-08,"My first ever hockey experience. The place is well located in Montreal, has several staff to help you. Sad because the Canadiens lost.",None
96,Michael Rich,1,2023-04-08,Your drink stations suck. In between bands I went to get something to drink. On the 300/400 level I found only one station open the others were closed. As I'm waiting in line to a poorly staffed counter the coke ran out. No one to change …,None
97,H N,5,2023-04-08,Was a fantastic night. We had a kid and they were so caring and gave us a very nice experience!,None
98,Francois R. Moisan,4,2023-05-08,"Centre Bell, great atmosphere, food, and comfy seats. Only problem? Canadian hockey team lost. Not saying Centre Bell is cursed, but maybe angry beavers put a hex on them. Still, amazing venue with iconic hockey moments. We'll bounce back next season, unless the beavers have anything to say about it...",None
99,Adrien Rochereau,4,2023-04-08,"Great venue for concerts, it does not feel overcrowded and yet it packs a lot of people in that arena. Easy metro access or parking. Restaurants next to it to make it an evening! If you are too high though it loses value fast.",None
100,Mike Bell,4,2022-07-07,"We recently visited the Bell Centre or Centre Bell for a Habs game. It has the standard high priced merch and concessions as you would see at the CTC in Ottawa. I will go back again as this is just what you pay these days to see NHL games and the entertainment it provides. All that being said, we had a great time. Great fans too.",None
101,TJ Klint,4,2023-06-16,"Great venue and location. I'm very happy with my seats. I was in the 400s and got pretty nice seats, and there wasn't much in the way, other than some lights, but that didn't stop the atmosphere. I've sat in a variety of seats from the floor to the 400s for concerts and games and it's never a bad time. Overpriced snacks though...",None
102,F B,5,2022-07-07,This is such a great place to watch a hockey game. Seats are comfortable you have a great View of the ice. Went to the game on Price return wich made the night even better. Very easy to get there you can take the subway or you can bring …,None
103,Lara Mo,4,2023-06-30,"The sound was great! The prices at the bell center are just toooo crazy however.
15$ for a beer is too much!",None
104,Craig Arnold,5,2023-05-08,Great place to take in a hockey game. I came here to see my Rangers play the Canadiens and had a blast. I was really impressed with the passion from the Canadien fans I interacted with here were very passionate and knowledgeable about …,None
105,Estella Maise,5,2023-06-23,"While exiting the garage after The Cure concert, with a long line behind us, our car got stuck on the slanted surface- one of the workers personally sought to help us and used his body strength to boost us- real life superman!!",None
106,Fahd El Hassan,5,2022-12-09,I was there for a corporate event in the VIP section. I loved the place. It is huge well structured and the ushers are nice and professional. It is a really cool place to visit if you are in Montreal.,None
107,Elina Marshall,3,2023-04-08,"Overall it is clean and safe place but the food and snacks are too expensive and not worth the price at all. Some people still used their *apes in a bathroom area, even though it is strictly prohibited, demonstrating their disrespect to the rules and well-being of other people. It was during the ‘Muse’ concert.",None
108,Antonios Oueiss,5,2022-12-09,"Watched a hockey game, its a very spacious area, many entrance and exit areas. Seats are in good conditions.",None
109,Joelma Souza Xavier,3,2023-01-08,"Cirque de Soleil was wonderful, but the chaises too high. I didnt like my seats",None
110,Georges Fakhoury,5,2022-07-07,"Great atmosphere, amazing entertainment and game. The atmosphere is family friendly, the food is great with nachos, popcorn, pizzas, fries etc. Watching a habs game is a must do in Montreal when visiting or even as a Montreal resident!",None
111,Andy Andersen,5,2022-12-09,Great venue overall. It’s intimate and electric with the right crowd - I much prefer it to some other indoor arenas that I have been to,None
112,Chris W.P,4,2023-04-08,Great venue if you're a hockey fan. Mecca for hockey people. Good acoustics for concerts too. Only issue is (same with any major sports center).. the prices are insane. 13$ for a beer.,None
113,Cory Kingston,5,2023-06-07,"Being there as a bruins fan made no difference.  Awesome building, atmosphere and people.  Had a blast, will definitely return.",None
114,Daniela S,5,2022-10-10,"Went to see Daddy Yankee concert last night and it was the best time ever in Montreal, the  venue was well organized",None
115,Paul Carr,5,2022-07-07,Dosen't look like a hockey arena at all bit great statues outside. We came to do a tour the guide was amazing thank you David very very informative 👍 …,None
116,G B,5,2020-07-07,"This review is specific to the bell centre tour.
They have both English and French tours every 2 hours or so. …",None
117,Matt “Mmmcgyver” MMM,5,2019-07-08,Saw Smashing Pumpkins tonight and the sound was great. There are lots of complaints about sound here but I've never had a bad experience.  Nearly every seat offers pretty good views of the stage. Beer and food is pricey but to be expected.,None
118,Mimi Mac,4,2023-02-07,We came to the bell center on January 21st to watch the Leafs and the Habs. I had the time of my life. It was an experience of a lifetime for this Maritime girl. …,None
119,Premium Electric,5,2022-12-09,Nice concert and very nice place. I love the service.,None
120,Ron Goldwater,5,2023-04-08,"Sat in the last row and still was able to see the game. In other words, there isn't a bad seat in the building. The food was bad and over priced. Not like the old Forum at all. Eat before and expect to over pay for the beer.",None
121,Skip H,4,2023-02-07,Legendary arena of the Canadiens well worth a visit for all hockey fans.  Shop is further inside and worth checking out too.,None
122,Alex Barreira Remax,5,2020-07-07,"Very nice experience with my son. The habs won during my visit. Bell center is very well designed, you can see from everywhere, seats or ok. Prices are a bit high on food and drinks but Already knew and was expecting it. The croud was amazing super nice day",None
123,Marissa DesRosiers,4,2023-03-09,"clean awesome staff, very polite and fun... Lost a star on pricing of food because  come on 8$ for a pop corn! For the rest we had a great hockey game....",None
124,Greg Monkiewicz,5,2022-07-07,"Excellent game, clean, expensive seats but had tons of fun none the less. Great atmosphere. A must do …",None
125,Chloé Laliberté,4,2023-04-08,Drinks are super expensive but place was clean and nice. Seats are small.,None
126,Brian White,4,2022-12-09,Very cool place for a music venue.  Arcade Fire did not disappoint!,None
127,Rafael Carvajal,5,2022-12-09,"A great place for hockey's fans home of the probably the world's oldest hockey team.
View from Row 404",None
128,Darren Carr,5,2023-04-08,What an amazing atmosphere to view a hockey game. Large variety of food and drink. Many washroom areas and parking nearby is low cost and many areas to park.,None
129,Patricia Alonso,5,2022-07-07,"Excellent,  all was perfect, the show, the place is very organize, safe and beautiful!!!!
Ricardo Arjona's show, May 28th 2022",None
130,Senam Atadja,5,2023-04-08,"First time at a hockey game. Experience was worth the time spent. I always felt safe and everyone of their staff, security and even food vendors were so helpful with directions",None
131,Debbie V,5,2023-04-08,As a ranger fan in Montreal had a wonderful time. We went to a hockey game two nights in a hotel all meals still cost less than two tickets Madison square garden to see my team play,None
132,Danny Correia,5,2022-11-09,I'm a MAPLE LEAFS FAN. Visited Montreal for a couple of nights and the wife surprised me with the home opener game against the Leafs. Amazing atmosphere in the bell centre. Fans are LOUD!!!!! The players in the pic razzed me a little but were nice to take a pic with us.,None
133,Brandon Vanbeek,5,2022-07-07,"Went to my first Habs game at the Bell Centre against the Senators, and it was amazing. Great stadium, electric atmosphere and an amazing time had by all. Seats were comfy and it was very easy to enter and exit the stadium. Drinks were …",None
134,Yannick Lemelin,4,2023-03-09,Good view of tha game even at higher up seats. Overpriced food and drinks.,None
135,Michael Currie,4,2023-06-30,"Clean facility, vantage point for the show that we attended was good. Area around the center was quite congested though.",None
136,Brad Sherrick,5,2023-04-08,We had a great time at the Canadians game. Such a historic venue. To see all of the Championship banners and retired jerseys was amazing.,None
137,Dimitri Sterlin,4,2018-07-08,"Great event Centre, home of the Montreal Canadiens... Lot of historical board about the Habs and other famous people. It has a great atmosphere in game and for concerts too. Food is pricey so make sure you eat before you go to your event! I would also suggest to get there by public transportation to avoid y e after events traffic.",None
138,João Manguino,5,2019-07-08,Great arena!! I was in a cheap way up high seat but still could see the game clearly without having to look at the jumbotron! The puk was visible and could follow up the game very well. …,None
139,Jennifer Lupachow,5,2019-07-08,We went to see Disney's On Ice Mickey's Search Party. I am a huge Disney fan and therefore so are my children. We have been to almost every show including Disney Live and this was by far one of the best. …,None
140,Denise Polizelli,5,2017-07-08,Good reasonably priced food and drinks(comparing to Chicago). Walking distance from grand Central station in front of Bonaventure place. Friendly staff. Beautiful arena. A little messy to get in but not that big of a deal. All the 24 flags …,None
141,Yanik,4,2018-07-08,"I had the chance to go to the Bell Center and see the Canadians Vs Penguins, and had a great time. We were lucky to have the opportunity to sit behind a goal in row FF, considering people have lost some interest in the team with a terrible …",None
142,Joan Rondonuwu,3,2023-01-08,"We took the public transport, stopped at Bonaventure metro station and then it was a short walk thru the interior tunnels all the way to the bell stadium. That was great during winter. The reason I've rated it a 3-star, is for the overall …",None
143,Jasmin G.,4,2020-07-07,"It's good for some big shows, hit or miss, but I went to see Korn this time and didn't have a problem. I never like the 10$ beer price tag or expensive snacks. I haven't had a problem with staff in many years. I suggest to use their parking too, it was my first time and got a good spot.",None
144,Aur Mor,5,2023-03-09,Great experience! Love the game tonight!,None
145,Raven Starz,5,2023-06-23,"The Cure Concert. Would go again. Very organized and loud, LOVED IT",None
146,Nabeel Bazzi,4,2018-07-08,"Nice arena, but my god are beers expensive. You're paying $12 for a tall boy of Canadian or Coors. Otherwise they did a good job of displaying their history. Was cool to see old memorabilia and whatnot.",None
147,Olivier Choiniere,4,2023-06-23,"It's a good place to go for a hockey match, but for a concert the sound isn't good. …",None
148,Rick Dalton,5,2023-04-08,"Easy walk from downtown hotel to Canadians v Rangers game. Wonderful experience. Didn' hurt that Rangers won in shootout. Canadian fans & facility were friendly, helpful & knowledgeable.",None
149,Jeremy Dukette,5,2019-07-08,"Really cool place. The facility was high, and clean, and had a bunch of eateries inside for concert snacking and drinks. Prices were decent. Seats were easy to find. If I had to complain, it was just too damn hot in their. Even P!nk was …",None
150,rob trybuch,5,2023-02-07,"Wonderful Arena, great energy, a must for any NHL fan regardless of choice of team!!!",None
151,Rachel Stockman,5,2023-06-07,Bell Centre is great...even if Lizzo was sick:o(,None
152,Raymond,5,2023-04-08,Life-changing experience. Atmosphere. Energy. The whole package is not to be missed. Clean. Friendly staff. Professional. Good seating. 5-STAR!!,None
153,Jose Ponte,5,2023-06-23,"Beautiful arena, and the sound is nice",None
154,Hank Hill,5,2023-03-09,"Great place to watch a game (even if you're not a Habs fan like me). Quick in and out before and after game, lots of Concession stands around. Fanbase is fun to be around!",None
155,Anas Ahmed,5,2019-07-08,"First time watching a hockey game at Bell center.it was a great experience,they won that night.the vibe was amazing the food was dry but the the rest was great. I look forward to watching more habs games in the future.the tickets are a bit expensive but it's worth it once in a while.",None
156,M D (the_wanderlust_redhead),5,2023-02-07,Great arena. Tons of food and drink options and comfortable seating.,None
157,Andrea Scales,5,2022-07-07,"Great arena. They got us in the door quickly even with long lineups, checking vaccine passports and tickets. Had a great view of the game. The seats were comfortable. Too bad the Canadiens lost.",None
158,Brendan Pidgeon,5,2019-07-08,"The temple of NHL hockey, and the home of the Montreal Canadiens, one of the original six teams. A fantastic arena with a vibrant and buzzing atmosphere. Huge new renovations mean a great variety of food and beverage options as well as proper cocktails and a gastronomy restaurant.",None
159,Kara Turgeon,5,2023-05-08,Went to see Depeche Mode and honestly they were the most organized I've seen an entertainment center be. Food and drinks are bit pricey as to expect but not bad.,None
160,Johanna Ubilla,4,2023-05-08,"The place is big an accomplish the space for a nice concert or any show, however the benches are old and it seems no one take care of it",None
161,Hogun The Grim,4,2023-05-08,My friend and I had an amazing experience during our hockey game against the Vancouver Canucks. The price for food were a bit steep though.,None
162,Tim McCarthy,1,2023-03-09,"Food and drinks are a complete rip off, tip was forced on a $25 bag of popcorn. 3 small cokes costed $20. Security at the end didnt let me meet back up with my wife and kids after using the washroom. I was forced out a certain door only. …",None
163,Jatan Gohel,5,2019-07-08,"It's a hugggeee Auditorium. Loved the sound. Although, if you are going for a concert, make sure you don't carry any bags with you or else you ll have to keep your bags in security for $5 each bag. Rather, keep it in your cars, or don't get …",None
164,Shannon Buzzell,5,2022-10-10,We had a great VIP experience at the Chris Stapleton concert last night. We can’t wait to come back for a Canadiens game in January. This is an easy to get to venue. Unobstructed views of the stage.,None
165,Tom Winskell,1,2023-03-09,It's ridiculous. You charged $40 for parking but your parking was so disorganized. People cutting in at the last minute. Slow slow slow security and ticket checks. I'm so frustrated with the experience. I'm sure you can do better when people pay so much money.,None
