ID,Reviewer,Rating,Review Time,Review Content,Owner Response
1,Shaky J,5,2023-06-22,"Excellent customer service, reasonable speed with the shipping. I could have gotten slightly cheaper shipping elsewhere but I purchased here because of the service. The gentleman in classical guitars took the time to test the case I wanted to purchase, made sure it was a good fit and that it was the correct model number for the order. Happy customer here.",None
2,Magnus Charette,5,2023-03-08,"I had the pleasure of getting my 7 year old yanagisawa alto fully overhauled by Mike, one of Twigg’s repair specialists. The quality of the work was nothing short of fantastic, and the horn was nearly unrecognizable from what I had dropped off. Having recently played a brand new floor model of my horn, I can confidently say that the overhaul work produced an eminently better instrument than what comes new, directly from the factory. Not only was the quality of the work outstanding, but the service in store was marvellous, with the technicians taking lots of time to talk to me and articulate any challenges or issues with my specific instrument, as well as answer any questions and concerns I had. All staff were courteous and welcoming, and were very flexible with helping me to get my horn repaired in a timeframe that fit my schedule. I don’t believe there’s a better repair and retail store in Canada when it comes to wind instruments and professional quality servicing!","Wow, thank you so much for this amazing review ! We appreciate it ! 
Thank you for your trust with your instrument. Please feel free to contact us if you need anything !"
3,Ron Hornsby,5,2022-07-06,"Incredible customer service.. Pascal (Twigg) spent a week or more and a hundred emails with me to discuss my desire to re-turn/re-learn the trombone.  He had incredible patience and knowledge in helping me come to a comfortable and confident decision.  I had looked into Long and Mcquade, but they neglected to even return multiple emails, obviously didn't care (sent by website and direct email address) about gaining my trust or future business.  Thank you very much to the Twigg family for fostering a welcoming feel and such an amazing experience buying my dream trombone, the Conn 88h.  I will be back, and if all my future experiences with Twigg are this way, I'm a customer for life as well as anyone I know inquiring into a first rate trustworthy music store.","Wow ! Thank you so much for this review, we highly appreciate it ! You are more than welcome ! Always a pleasure to help !"
4,Robert David Nicholson,5,2023-05-07,Excellent service.  The item I was looking for was ordered and when it arrived it was shipped promptly to me.  Wish Twigg was here in Halifax!,Thank you Robert ! 
5,Nick Daniel,5,2023-03-08,I just rented a guitar from Twigg and it was super fast and super easy. Very friendly customer service as well. I could not have been happier.,None
6,Jules Bérubé-Ciotola,3,2022-12-08,"They did a great work restoring my trumpet. It did take a very long time and they forgot to call me for several important updates. The fees were, in my novice opinion, atrocious. I do want to mention the staff there were all very nice. One of them offered to play the trumpet to make sure it sounded just and then proceeded to readjust the pistons on it. He then explained how to clean it and how to lube the pistons. The review might change later on when I am more educated on repair processes.","Bonjour, Notre culture d'entreprise est de s'approcher de la perfection!!! Nous essayons d'offrir la meilleure expérience clients possible mais je réalise qu'avec votre note de 3 étoiles, nous n'avons pas été capable de vous satisfaire... Si vous avez 2 minutes, vous pouvez m'appeler pour en discuter, nous sommes toujours à la recherche d'une note de 5 étoiles. Je vous laisse mon numéro personnel, 514-386-3257  Pascal Twigg"
7,Kelly RM Ells,5,2022-12-08,"Excellent customer service. Purchased a new instrument online, and the experience was amazing. Twigg Musique responded to all emails quickly and the product shipped the very day I purchased it!!! It was received in mint condition two business days later. I could not ask for more. Thank you Twigg Musique.",Thank you Kelly for your kind words ! Always a pleasure ! Please don't hesitate to contact us if you need anything ! Thank you again !
8,Peggy Vink,5,2023-03-08,I came home from band practice on a Tuesday night and ordered a curved head joint for my flute. It arrived Thursday morning. Now that is service! ...and the curved head joint works beautifully and solved my problem!,Amazing ! Thank you so much for your support and kind words Peggy !
9,Jeong Young Song,5,2022-08-10,The biggest brass music instrument shop ever seen and repairing services. Beautiful shop and very kind people there.,None
10,Ian Porada,5,2023-04-07,"Great service. For example, I was renting a trumpet at the start of covid and they gave me a free month rental due to the store being closed.",None
11,Naomy Gaudet,5,2023-06-06,They are specialized in wind instruments but they recieved steel drums! They have a nice variety of instruments and they are nice and passionate people,None
