ID,Reviewer,Rating,Review Time,Review Content,Owner Response
902,Lisette Raymond,5,2017-07-07,le meilleur hamburger sur la planète...,None
903,Nicole “Rooky” Launiere,4,2019-07-07,Toujours bon le buck burger,None
904,Michel Vanier,4,2020-07-06,Le Buck Burgers le meilleur,None
905,Jonathan Robillard-saumier,5,2019-07-07,Tres bon restaurant,None
906,Christian Liu Man Hin,5,2021-07-06,Liqueur douce sans glacon,None
907,Alain Warren,5,2018-07-07,Un bon restaurant pour les hamburgers,None
908,Sylvain Tremblay,5,2020-07-06,Miam miam super bon,None
909,Camille Giasson,5,2019-07-07,Meilleur burger en ville!,None
910,Robert Ferland,5,2018-07-07,Numéro 1 avant et encore et sera toujours,None
911,Marc L'Archevêque,5,2017-07-07,Meilleurs burger à Montréal,None
912,Lucie Gagne,4,2021-07-06,Très bien.,None
913,Mathieu “Lilqcwindex” Goyette,5,2018-07-07,Toujours aussi bon,None
914,Gagnon Danny,5,2018-07-07,Meilleur burger au monde,None
915,Richard Parent,1,2019-07-07,Pas tres bon,None
916,Daniel Sarault P.G.M.,5,2019-07-07,Le meilleur burger en ville,None
917,Annie Gauthier,5,2020-07-06,Meilleurs hambergers en ville!,None
918,Jason,3,2019-07-07,Restaurant de patates frites et hamburger classiques.,None
919,Renee Morneau,5,2020-07-06,Ses extra,None
920,Johanne Nadeau,5,2018-07-07,Meilleur hamburger au monde,None
921,Maurice Cartier,5,2020-07-06,Les meilleurs hamburger au monde,None
922,Patrick Marcoux Lambert,5,2017-07-07,Très bien manger,None
923,Guy Giasson,5,2019-07-07,Le meilleur burger à Montréal,None
924,Stephane Daoust,5,2020-07-06,meilleur burgers au monde,None
925,gabrielle duval,5,2018-07-07,Hum c'est nonnn,None
926,Rejean Henault,5,2021-07-06,Très  bien accueilli,None
927,Sylvie Boivin,5,2020-07-06,"Burger maison, on adore!",None
928,Denis DICAIRE,5,2020-07-06,Meilleur buger en ville,None
929,michel paradis,5,2019-07-07,Le buck buger le best,None
930,Ludger Proulx,4,2018-07-07,Bon service par les serveuses,None
931,alain deschenes,5,2018-07-07,Toujours superbement bon,None
932,Bellezanatural Medecin,3,2021-07-06,Juste correcte,None
933,Robert Internoscia,4,2019-07-07,"Excellent service, merci",None
934,Fico Zevallos,3,2020-07-06,"Clean, fast service",None
935,Guillaume V. Remillard,4,2019-07-07,Meilleur hamburger en ville,None
936,Jason Huang,5,2023-06-06,No review text provided.,Thank you for the review!!
937,Oceanne Kathrina Quenneville Prud'homme,5,2023-06-06,No review text provided.,Thanks for the review Oceanne!
938,Martin Ghost FORTIER,5,2018-07-07,Super bon resto,None
939,Frederik Denis (FReXx),5,2022-07-06,Le vrai Dilallo!,None
940,Pat Sag,5,2019-07-07,Excellent comme toujours,None
941,Alfio Arciero,3,2018-07-07,No review text provided.,None
942,Pierre Rodrigue,4,2018-07-07,Excellent burgers,None
943,Claude Lalonde,5,2023-05-07,No review text provided.,Merci Claude!! 
944,Louise Helene “Laloue” Beaudet,4,2017-07-07,Un must!,None
945,Alain Gaeremynck,5,2022-07-06,Le parfait burger!,None
946,Benoit Richard,5,2020-07-06,Toujours aussi bon !!!,None
947,Michel Warren,5,2023-05-07,No review text provided.,Thanks!!
948,Diane Lebrun,5,2018-07-07,Excellent burger,None
949,simchart 430,5,2023-04-07,No review text provided.,None
950,Stéphane Lam,5,2023-05-07,No review text provided.,Merci Stephane!!
951,Sylvain,5,2023-05-07,No review text provided.,Merci!!
952,Viviane Major,3,2023-05-07,No review text provided.,Thanks for the review Viviane! We hope to get you to a 5 star next time you come by
953,Erik Gartner,5,2023-05-07,No review text provided.,None
954,Sylvain Cummings,5,2018-07-07,Excellent burger,None
955,Florent Latour,5,2018-07-07,Très bon 😋 …,None
956,Frechette Michel,3,2019-07-07,Il on changer les recettes ????,None
957,Splayz tv,5,2022-07-06,Meilleur Burger,None
958,Danny Lejour,5,2021-07-06,Délicieux,None
959,Méline Lévêque,5,2020-07-06,Très chaleureux,None
960,Joel Gamache,5,2023-04-07,No review text provided.,None
961,Pierre Miadlikowski,5,2023-02-06,No review text provided.,None
962,L Lesage,3,2020-07-06,"Bon , $$$",None
963,Biyi Johnson,5,2023-04-07,No review text provided.,None
964,Jennifer Myers,4,2023-04-07,No review text provided.,None
965,Caroline Albert,5,2016-07-07,Malade!,None
966,Frank Pham,5,2023-03-08,No review text provided.,None
967,Michel Guérin,4,2018-07-07,Très 😋 …,None
968,Claudio DAlesio,5,2023-02-06,No review text provided.,None
969,Garry McArthur,5,2023-02-06,No review text provided.,None
970,Nicolas Boutros,4,2018-07-07,Très cher !,None
971,Jana C. M.,4,2023-02-06,No review text provided.,None
972,Eryc Tremblay,5,2023-01-07,No review text provided.,None
973,Alex Bastien,5,2023-01-07,No review text provided.,None
974,Chantal Sauvé,5,2023-02-06,No review text provided.,None
975,Michel Labelle,5,2019-07-07,Toujour bons,None
976,Otoniel Espinoza,4,2023-02-06,No review text provided.,None
977,Dany Gagnon,3,2023-01-07,No review text provided.,None
978,Vince Jolivet,4,2023-01-07,No review text provided.,None
979,Mathieu Bolduc,5,2023-01-07,No review text provided.,None
980,iscrapman,5,2023-01-07,No review text provided.,None
981,Enid Xhaferi,5,2023-01-07,No review text provided.,None
982,jordans mama,5,2023-01-07,No review text provided.,None
983,Ewan Widgington,4,2022-12-08,No review text provided.,None
984,Pierre-Alexandre Lassonde,4,2020-07-06,Excellents burgers,None
985,Rogério Santos,5,2020-07-06,Excelent reception,None
986,Mario Theoret,5,2018-07-07,Miam,None
987,Sylvie Hanley,5,2019-07-07,Delicieux,None
988,Tintin Bou,5,2023-01-07,No review text provided.,None
989,Germain Gagnon,5,2019-07-07,Miam,None
990,Thierry Derboeuf,3,2020-07-06,Sympa,None
991,Jacques st-onge,5,2019-07-07,Meilleures hamburger en ville,None
992,Marie-Pier Marceau,2,2019-07-07,Ordinaire,None
993,Pierre Guy,5,2018-07-07,Scculemt,None
994,Pierre Deschamps,4,2021-07-06,Bon service,None
995,Sylvain Ouellet,5,2019-07-07,Solide,None
996,Elise Theriault,5,2019-07-07,Mmmmmmm,None
997,Sébastien Lavoie,5,2017-07-07,Un grand classique,None
998,David Cavalir,5,2018-07-07,L'endroit à faire un détour .,None
999,eric Gobeille,5,2021-07-06,Un classique !! Excellent !!,None
1000,Audrey Thibodeau-Doyon,2,2019-07-07,boff,None
1001,Marjo H,4,2018-07-07,Mine,None
1002,A Law,5,2020-07-06,🍔👍😋 …,None
1003,Martine Martine,5,2021-07-06,Délicieux 👌❤️ …,None
1004,Conrad Godin,4,2018-07-07,Meilleurs bergers,None
1005,Solange Rousseau,4,2020-07-06,Excellent merci,None
1006,Eddy Jr,4,2020-07-06,Bonne bouffe!,None
1007,Jean-François Leclerc,5,2020-07-06,Rondelle d'oignon imbatable,None
1008,Alain Lebel,5,2017-07-07,The best le meilleur,None
1009,Luisa Cruz,5,2022-11-08,No review text provided.,None
1010,Véronique Gagné,5,2022-12-08,No review text provided.,None
1011,Louise Dionne,4,2022-07-06,Bien manger,None
1012,Sylvain Mitchell,5,2018-07-07,🍔 comme on les aime!!! …,None
1013,Stoney S Babe,5,2022-12-08,No review text provided.,None
1014,Gaetan Sanscartier,5,2022-12-08,No review text provided.,None
1015,Carlos Eduardo Felsky Filho,4,2018-07-07,Prix abordable,None
1016,Jean Tremblay,5,2021-07-06,Sublime,None
1017,Denis J J Tremblay,4,2019-07-07,Super !!!,None
1018,jc lavallee,5,2022-11-08,No review text provided.,None
1019,adil lebsara,5,2022-12-08,No review text provided.,None
1020,Yvon Gauvreau,5,2017-07-07,Toujours exellent,None
1021,Joanne Lacoste,5,2017-07-07,Super bouffe,None
1022,Clovis Bastos,5,2022-11-08,No review text provided.,None
1023,Marc-Antoine Fréchette,5,2019-07-07,Service rapide,None
1024,Patrick Robert,5,2019-07-07,Succulent,None
1025,Cindy Meyers,5,2022-10-09,No review text provided.,None
1026,Lucas Munhoz Pélos,3,2022-11-08,No review text provided.,None
1027,Eric Villeneuve,5,2022-11-08,No review text provided.,None
1028,Mario Vincent,5,2019-07-07,Super,None
1029,Benoit Poirier,4,2019-07-07,Toujours merveilleux,None
1030,Boulaares MED DHAFER,5,2022-11-08,No review text provided.,None
1031,Amr Hefni,3,2017-07-07,bons burgers.,None
1032,Diane Beauregard,5,2023-05-07,Excellent service,Thank you Diane.. hope to see you again
1033,michel legare,5,2022-10-09,No review text provided.,None
1034,Blacky,4,2022-10-09,No review text provided.,None
1035,stéphane louison,4,2022-10-09,No review text provided.,None
1036,yves chevrier,5,2018-07-07,Les meilleurs hamburger,None
1037,Isabelle Cardin,5,2019-07-07,Les meilleurs hamburgers,None
1038,Annie Arseneau,5,2018-07-07,Super burger.,None
1039,Louise Daoust,5,2022-08-10,No review text provided.,None
1040,pierre saillour,5,2022-09-09,No review text provided.,None
1041,Pavel Wally,5,2022-10-09,No review text provided.,None
1042,Johanne Trepanier,3,2018-07-07,Bel endroit,None
1043,Sean Huxley,5,2022-09-09,No review text provided.,None
1044,Sabrina Primeau,3,2022-09-09,No review text provided.,None
1045,Denisa C,5,2022-09-09,No review text provided.,None
1046,Petro Gnatouk,5,2022-08-10,No review text provided.,None
1047,Konstantin Nifakos,4,2022-07-06,No review text provided.,None
1048,Jacques Belair,5,2022-07-06,No review text provided.,None
1049,Hervé Fortin-Charron,5,2020-07-06,Délicieux hamburgers!,None
1050,Arianne,4,2022-07-06,No review text provided.,None
1051,Par,5,2022-07-06,No review text provided.,None
1052,Eric Girardin,5,2022-07-06,No review text provided.,None
1053,Roger Masson,4,2022-07-06,No review text provided.,None
1054,Manon Forget,5,2022-07-06,No review text provided.,None
1055,George,5,2022-07-06,No review text provided.,None
1056,Martin Ouellet,5,2019-07-07,Hamburger incroyable,None
1057,Jean-Guy Mathieu,5,2022-07-06,No review text provided.,None
1058,Frederic Bernatchez,5,2022-07-06,No review text provided.,None
1059,Guy Dagenais,4,2022-07-06,No review text provided.,None
1060,Maximilien Bianchi,5,2022-07-06,No review text provided.,None
1061,j-f garceau,5,2022-07-06,No review text provided.,None
1062,Maximilien Espinosa,5,2022-07-06,No review text provided.,None
1063,Monique Martel,4,2022-07-06,No review text provided.,None
1064,Daniel Garant,4,2019-07-07,Bon burger.,None
1065,Pierre Pierre,5,2022-07-06,Délicieux !!!,None
1066,Rachid El Hani,5,2015-07-08,le meilleur à Montréal,None
1067,Simon Brabant,5,2021-07-06,Délicieux!,None
1068,P R,4,2019-07-07,Hamburgers uniques.,None
1069,Proteau Manon,4,2021-07-06,Des vrais hamburger,None
1070,Victor-Geoffrey Jean-pierre (Vicky),4,2021-07-06,Bon burger,None
1071,michel beauchamp,5,2019-07-07,meilleur burger,None
1072,Jean-François Laguë,5,2021-07-06,Authentique,None
1073,Denis Racicot,5,2019-07-07,Merveilleux,None
1074,Isabelle Mailloux,5,2017-07-07,Bons hamburgers,None
1075,normand bouffard,5,2018-07-07,Unique !!!,None
1076,Said Anwar (Sami Ahmad),5,2019-07-07,testy hamburger,None
1077,Robert Hagerimana,5,2021-07-06,No review text provided.,None
1078,Cristian Nedelcu (G3tBusyLivin),5,2023-06-06,No review text provided.,Thank you for the 5 stars Cristian!!
1079,Madman1911,5,2019-07-07,No review text provided.,None
1080,Ghislaine Filiatrault,5,2023-06-06,No review text provided.,None
1081,Jean-Philippe Doyon,5,2020-07-06,No review text provided.,None
1082,Ike Lawrence,4,2019-07-07,No review text provided.,None
1083,Colette Archambault,4,2023-07-05,Très  bon,None
1084,Mathieu Gagnon,5,2021-07-06,No review text provided.,None
1085,Michele Marcil,4,2018-07-07,No review text provided.,None
1086,Michele Procaccino,5,2021-07-06,No review text provided.,None
1087,Omar Hernandez,5,2020-07-06,No review text provided.,None
1088,Mariano Tenore,5,2019-07-07,No review text provided.,None
1089,Eric T,5,2019-07-07,No review text provided.,None
1090,Caroline Major,5,2019-07-07,No review text provided.,None
1091,Mike Oreilly,5,2019-07-07,No review text provided.,None
1092,Marc-Antoine Dubé,4,2022-07-06,No review text provided.,None
1093,Anik Lamoureux,5,2018-07-07,No review text provided.,None
1094,Ginette Duranceau,5,2022-07-06,No review text provided.,None
1095,Sylvie Leclerc,5,2022-09-09,No review text provided.,None
1096,SOURAV MALHOTRA,5,2021-07-06,No review text provided.,None
1097,Pierre Biguė,5,2018-07-07,No review text provided.,None
1098,NaniMalik,5,2019-07-07,No review text provided.,None
1099,Effie Greenland (WhiteBlizzard),5,2023-06-29,No review text provided.,None
1100,Diego Gonzales-Chaves,5,2021-07-06,No review text provided.,None
1101,Michel Chabotar,5,2023-05-07,No review text provided.,Thanks for the review Michel
1102,Jaskaranpal Singh Dhillon,4,2020-07-06,No review text provided.,None
1103,Nathalie Biron,5,2020-07-06,No review text provided.,None
1104,Bryan Weiss,5,2021-07-06,No review text provided.,None
1105,Kelly Lusignan,5,2018-07-07,No review text provided.,None
1106,Karl Noreau,4,2020-07-06,No review text provided.,None
1107,Andrea McCarthy,5,2018-07-07,No review text provided.,None
1108,Guylaine Charpentier,4,2020-07-06,No review text provided.,None
1109,Illuminer illuminer,5,2022-10-09,No review text provided.,None
1110,Kaiser Moussa,5,2020-07-06,No review text provided.,None
1111,Richard Veenstra,5,2019-07-07,No review text provided.,None
1112,Yannick Grenier-arbour,5,2018-07-07,No review text provided.,None
1113,canada dim,5,2017-07-07,No review text provided.,None
1114,Benoit Labbe,5,2017-07-07,No review text provided.,None
1115,Réjean Gouin,5,2020-07-06,No review text provided.,None
1116,Kevin Cruz,5,2021-07-06,No review text provided.,None
1117,Annie Brasseur,4,2017-07-07,No review text provided.,None
1118,Christina Tesseris,5,2017-07-07,No review text provided.,None
1119,Daniel Daoust,4,2020-07-06,No review text provided.,None
1120,Celine L,5,2023-06-15,No review text provided.,Merci Celine !!
1121,Cara Larose,5,2018-07-07,No review text provided.,None
1122,Claudia Paradisi,3,2018-07-07,No review text provided.,None
1123,Amanda Crossley,5,2018-07-07,No review text provided.,None
1124,Hank Kevin Ravel Zouho,5,2023-02-06,No review text provided.,None
1125,Marcelo Veríssimo Isaia,5,2022-09-09,No review text provided.,None
1126,VIxenMask,5,2018-07-07,No review text provided.,None
1127,Moi,5,2021-07-06,No review text provided.,None
1128,stephane M (Fano),5,2018-07-07,No review text provided.,None
1129,Arnaud J.,5,2022-07-06,No review text provided.,None
1130,Jeffery Nicholson,5,2018-07-07,No review text provided.,None
1131,Guillaume Theoret,5,2018-07-07,No review text provided.,None
1132,Jérémy Charneau,5,2016-07-07,No review text provided.,None
1133,Chanel Descôteaux,3,2019-07-07,No review text provided.,None
1134,Joseph Esteves,5,2018-07-07,No review text provided.,None
1135,paul rené,4,2020-07-06,No review text provided.,None
1136,Kevin Desgroseilliers,5,2019-07-07,No review text provided.,None
1137,Andrew Thompson,5,2020-07-06,No review text provided.,None
1138,Karim Benmalek,5,2017-07-07,No review text provided.,None
1139,Eric Nadeau,4,2018-07-07,No review text provided.,None
1140,Elizabeth Moles,3,2017-07-07,No review text provided.,None
1141,Jean-Philippe Rivard,3,2017-07-07,No review text provided.,None
1142,Roger St-Laurent,5,2020-07-06,No review text provided.,None
1143,Robert Hinrichsen,5,2019-07-07,No review text provided.,None
1144,Marly Carvalho,3,2020-07-06,No review text provided.,None
1145,Vincent Falardeau,4,2018-07-07,No review text provided.,None
1146,Xpose Media,5,2019-07-07,No review text provided.,None
1147,K Linhares,5,2020-07-06,No review text provided.,None
1148,Marilou Hamel-Gagné,4,2019-07-07,No review text provided.,None
1149,Hugo Chapdelaine,4,2017-07-07,No review text provided.,None
1150,Charles Matos,2,2019-07-07,No review text provided.,None
1151,Camille Nolet,5,2017-07-07,No review text provided.,None
1152,Jean-Francois Giroux,4,2020-07-06,No review text provided.,None
1153,Pascal Pouliot,5,2022-07-06,No review text provided.,None
1154,John P,5,2020-07-06,No review text provided.,None
1155,Jay Jay L,5,2018-07-07,No review text provided.,None
1156,Richard Senécal,2,2019-07-07,No review text provided.,None
1157,Nico C,5,2018-07-07,No review text provided.,None
1158,Charles Genereux,5,2020-07-06,No review text provided.,None
1159,Khoi Vo,5,2019-07-07,No review text provided.,None
1160,Dino Sabella,5,2018-07-07,No review text provided.,None
1161,Monique Quirion,3,2021-07-06,No review text provided.,None
1162,Waj Nas,5,2021-07-06,No review text provided.,None
1163,Ronald Harrison,5,2020-07-06,No review text provided.,None
1164,Frédérique Poupart,5,2019-07-07,No review text provided.,None
1165,Sasha Asgary,4,2020-07-06,No review text provided.,None
1166,Jérôme Levasseur,5,2018-07-07,No review text provided.,None
1167,Alex Gagne,5,2022-08-10,No review text provided.,None
1168,Rob Harn,4,2021-07-06,No review text provided.,None
1169,Pascal Mondor,4,2020-07-06,No review text provided.,None
1170,Frederic Laporte,5,2020-07-06,No review text provided.,None
1171,Émilie Caya Lanteigne,5,2022-07-06,No review text provided.,None
1172,Fob Oxalix,5,2020-07-06,No review text provided.,None
1173,Maria Doncheva,5,2020-07-06,No review text provided.,None
1174,Alex Rose,5,2019-07-07,No review text provided.,None
1175,Rajesh Vedira,3,2021-07-06,No review text provided.,None
1176,Leslie Williamson,5,2022-07-06,No review text provided.,None
1177,BORDIAH SEKOUA,1,2019-07-07,No review text provided.,None
1178,Jose Angel,4,2017-07-07,No review text provided.,None
1179,Dylan Humbert,1,2023-07-05,"Moi qui adore aller chez Dilallo d'habitude je suis TRÈS déçu ... Ambiance malaisante avec la serveuse qui flirte et ris avec deux gars, mais quand elle vient voir les autres c'est zéro sourire, service minimum syndical. Plusieurs client …",None
1180,Aylin Morales,5,2023-07-04,No review text provided.,None
1181,Gary Garcia,4,2021-07-06,No review text provided.,None
1182,Kevin Dubreuil,5,2018-07-07,No review text provided.,None
1183,Jonathan Pelletier,5,2017-07-07,No review text provided.,None
1184,Sebastien Simard,5,2018-07-07,No review text provided.,None
1185,Kaji B.,4,2020-07-06,No review text provided.,None
1186,juan manuel ramirez jasso,5,2022-07-06,No review text provided.,None
1187,Chantal Forget,4,2019-07-07,No review text provided.,None
1188,Yves L'Ecuyer,4,2018-07-07,No review text provided.,None
1189,ROXANNA CONTRERAS C,5,2018-07-07,No review text provided.,None
1190,Marilou Berlow,4,2020-07-06,No review text provided.,None
1191,Pierrette Proulx,5,2019-07-07,No review text provided.,None
1192,Joanne Turgeon,5,2019-07-07,No review text provided.,None
1193,lorraine chartrand,5,2021-07-06,No review text provided.,None
1194,Steven Zajac-Descôteaux,5,2019-07-07,No review text provided.,None
1195,Fred Richard,5,2023-06-06,No review text provided.,Mercii Fred!!! 
1196,alvaro farinacci,3,2018-07-07,No review text provided.,None
1197,Jonathan Lecuyer LEsperance,5,2019-07-07,No review text provided.,None
1198,christian lafaille,5,2018-07-07,No review text provided.,None
1199,Mélanie Frégeau,4,2019-07-07,No review text provided.,None
1200,Marcel Robillard,4,2018-07-07,No review text provided.,None
1201,Charlyne Lefebvre-Paillé,4,2022-07-06,No review text provided.,None
1202,Ralph Cristofer,5,2018-07-07,No review text provided.,None
1203,richard omon,3,2021-07-06,No review text provided.,None
1204,philippe Auger,5,2018-07-07,No review text provided.,None
1205,Anouare,4,2020-07-06,No review text provided.,None
1206,Valerie Roel,5,2023-03-08,No review text provided.,None
1207,r beaudoin,4,2019-07-07,No review text provided.,None
1208,Pierre Pelletier,5,2018-07-07,No review text provided.,None
1209,Annabel Fan,4,2022-07-06,No review text provided.,None
1210,Gem Bottes,5,2019-07-07,No review text provided.,None
1211,Debbie Deliva,5,2019-07-07,No review text provided.,None
1212,Stephanie Ayotte,3,2020-07-06,No review text provided.,None
1213,Dave Therrien,4,2018-07-07,No review text provided.,None
1214,Paulthornton1964@gmail.com Paulthornton1964@gmail.com,4,2019-07-07,No review text provided.,None
1215,jean-yves jouan,3,2018-07-07,No review text provided.,None
1216,Darrell Shyngera,5,2018-07-07,No review text provided.,None
